"site","year","replicate","date","period","ncolonies","prev_oldmortality","prev_recentmortality","prev_anymortality","prev_nomortality"
"Savana",2024,"2",2024-04-11,"PBL",35,2.85714285714286,0,2.85714285714286,97.1428571428571
"Savana",2024,"2",2024-10-17,"Annual",40,15,0,15,85
"Savana",2024,"3",2024-04-11,"PBL",29,0,0,0,100
"Savana",2024,"3",2024-10-17,"Annual",43,18.6046511627907,0,18.6046511627907,81.3953488372093
"Savana",2024,"4",2024-04-11,"PBL",10,0,0,0,100
"Savana",2024,"4",2024-10-17,"Annual",7,0,0,0,100
"Savana",2024,"5",2024-04-11,"PBL",10,0,0,0,100
"Savana",2024,"5",2024-10-17,"Annual",12,8.33333333333333,8.33333333333333,16.6666666666667,83.3333333333333
"Savana",2024,"6",2024-04-11,"PBL",17,11.7647058823529,0,11.7647058823529,88.2352941176471
"Savana",2024,"6",2024-10-17,"Annual",12,16.6666666666667,0,16.6666666666667,83.3333333333333
"Savana",2025,"1",2025-03-19,"PBL",58,6.89655172413793,0,6.89655172413793,93.1034482758621
"Savana",2025,"2",2025-03-19,"PBL",36,0,0,0,100
"Savana",2025,"3",2025-03-19,"PBL",23,0,0,0,100
"Savana",2025,"4",2025-03-19,"PBL",4,0,0,0,100
"Savana",2025,"5",2025-03-19,"PBL",2,0,0,0,100
"Savana",2025,"6",2025-03-19,"PBL",7,0,0,0,100
"Seahorse Cottage Shoal",2022,"1",2022-10-04,"Annual",16,0,0,0,100
"Seahorse Cottage Shoal",2022,"2",2022-10-04,"Annual",19,0,0,0,100
"Seahorse Cottage Shoal",2022,"3",2022-10-04,"Annual",15,0,0,0,100
"Seahorse Cottage Shoal",2022,"4",2022-10-04,"Annual",101,0,0,0,100
"Seahorse Cottage Shoal",2022,"5",2022-10-04,"Annual",83,2.40963855421687,0,2.40963855421687,97.5903614457831
"Seahorse Cottage Shoal",2022,"6",2022-10-04,"Annual",101,0.99009900990099,0,0.99009900990099,99.009900990099
"Seahorse Cottage Shoal",2023,"1",2023-10-30,"Annual",19,0,0,0,100
"Seahorse Cottage Shoal",2023,"2",2023-10-30,"Annual",15,0,0,0,100
"Seahorse Cottage Shoal",2023,"3",2023-10-30,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Seahorse Cottage Shoal",2023,"4",2023-10-30,"Annual",86,4.65116279069767,0,4.65116279069767,95.3488372093023
"Seahorse Cottage Shoal",2023,"5",2023-10-30,"Annual",126,4.76190476190476,1.58730158730159,5.55555555555556,94.4444444444444
"Seahorse Cottage Shoal",2023,"6",2023-10-30,"Annual",83,15.6626506024096,0,15.6626506024096,84.3373493975904
"Seahorse Cottage Shoal",2024,"1",2024-03-07,"PBL",11,0,0,0,100
"Seahorse Cottage Shoal",2024,"1",2024-10-29,"Annual",14,0,0,0,100
"Seahorse Cottage Shoal",2024,"2",2024-03-07,"PBL",11,0,0,0,100
"Seahorse Cottage Shoal",2024,"2",2024-10-29,"Annual",15,0,0,0,100
"Seahorse Cottage Shoal",2024,"3",2024-03-07,"PBL",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Seahorse Cottage Shoal",2024,"3",2024-10-29,"Annual",15,6.66666666666667,0,6.66666666666667,93.3333333333333
"Seahorse Cottage Shoal",2024,"4",2024-03-07,"PBL",77,10.3896103896104,0,10.3896103896104,89.6103896103896
"Seahorse Cottage Shoal",2024,"4",2024-10-29,"Annual",94,6.38297872340426,2.12765957446809,8.51063829787234,91.4893617021277
"Seahorse Cottage Shoal",2024,"5",2024-03-07,"PBL",91,0,0,0,100
"Seahorse Cottage Shoal",2024,"5",2024-10-29,"Annual",106,3.77358490566038,0,3.77358490566038,96.2264150943396
"Seahorse Cottage Shoal",2024,"6",2024-03-07,"PBL",74,18.9189189189189,1.35135135135135,20.2702702702703,79.7297297297297
"Seahorse Cottage Shoal",2024,"6",2024-10-29,"Annual",110,13.6363636363636,2.72727272727273,16.3636363636364,83.6363636363636
"Seahorse Cottage Shoal",2025,"1",2025-03-20,"PBL",13,30.7692307692308,0,30.7692307692308,69.2307692307692
"Seahorse Cottage Shoal",2025,"2",2025-03-20,"PBL",18,0,0,0,100
"Seahorse Cottage Shoal",2025,"3",2025-03-20,"PBL",15,0,0,0,100
"Seahorse Cottage Shoal",2025,"4",2025-03-20,"PBL",83,25.3012048192771,1.20481927710843,26.5060240963855,73.4939759036145
"Seahorse Cottage Shoal",2025,"5",2025-03-20,"PBL",66,1.51515151515152,1.51515151515152,1.51515151515152,98.4848484848485
"Seahorse Cottage Shoal",2025,"6",2025-03-20,"PBL",68,1.47058823529412,0,1.47058823529412,98.5294117647059
"South Capella",2022,"1",2022-11-30,"Annual",10,0,0,0,100
"South Capella",2022,"2",2022-11-30,"Annual",8,0,0,0,100
"South Capella",2022,"3",2022-11-30,"Annual",11,0,0,0,100
"South Capella",2022,"4",2022-11-30,"Annual",9,0,0,0,100
"South Capella",2022,"5",2022-11-30,"Annual",15,0,0,0,100
"South Capella",2022,"6",2022-11-30,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"South Capella",2023,"1",2023-10-23,"Annual",16,0,0,0,100
"South Capella",2023,"2",2023-10-23,"Annual",16,0,0,0,100
"South Capella",2023,"3",2023-10-23,"Annual",18,0,0,0,100
"South Capella",2023,"4",2023-10-23,"Annual",9,0,0,0,100
"South Capella",2023,"5",2023-10-23,"Annual",15,0,0,0,100
"South Capella",2023,"6",2023-10-23,"Annual",15,0,0,0,100
"South Capella",2024,"1",2024-04-22,"PBL",9,0,11.1111111111111,11.1111111111111,88.8888888888889
"South Capella",2024,"1",2024-10-25,"Annual",9,0,0,0,100
"South Capella",2024,"2",2024-04-22,"PBL",8,0,0,0,100
"South Capella",2024,"2",2024-10-25,"Annual",9,0,0,0,100
"South Capella",2024,"3",2024-04-22,"PBL",6,0,0,0,100
"South Capella",2024,"3",2024-10-25,"Annual",12,0,0,0,100
"South Capella",2024,"4",2024-04-22,"PBL",8,0,0,0,100
"South Capella",2024,"4",2024-10-25,"Annual",13,0,0,0,100
"South Capella",2024,"5",2024-04-22,"PBL",9,0,0,0,100
"South Capella",2024,"5",2024-10-25,"Annual",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"South Capella",2024,"6",2024-04-22,"PBL",13,0,0,0,100
"South Capella",2024,"6",2024-10-25,"Annual",15,0,6.66666666666667,6.66666666666667,93.3333333333333
"South Capella",2025,"1",2025-03-27,"PBL",15,33.3333333333333,0,33.3333333333333,66.6666666666667
"South Capella",2025,"2",2025-03-27,"PBL",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"South Capella",2025,"3",2025-03-27,"PBL",13,0,0,0,100
"South Capella",2025,"4",2025-03-27,"PBL",16,37.5,0,37.5,62.5
"South Capella",2025,"5",2025-03-27,"PBL",16,31.25,6.25,37.5,62.5
"South Capella",2025,"6",2025-03-27,"PBL",14,64.2857142857143,7.14285714285714,64.2857142857143,35.7142857142857
"South Water",2022,"1",2022-12-07,"Annual",6,0,0,0,100
"South Water",2022,"2",2022-12-07,"Annual",9,0,0,0,100
"South Water",2022,"3",2022-12-07,"Annual",7,0,0,0,100
"South Water",2022,"4",2022-12-07,"Annual",8,0,0,0,100
"South Water",2022,"5",2022-12-07,"Annual",7,0,0,0,100
"South Water",2022,"6",2022-12-07,"Annual",8,0,12.5,12.5,87.5
"South Water",2023,"1",2023-10-23,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"South Water",2023,"2",2023-10-23,"Annual",13,0,0,0,100
"South Water",2023,"3",2023-10-23,"Annual",4,0,0,0,100
"South Water",2023,"4",2023-10-23,"Annual",7,0,0,0,100
"South Water",2023,"5",2023-10-23,"Annual",11,0,0,0,100
"South Water",2023,"6",2023-10-23,"Annual",12,0,0,0,100
"South Water",2024,"1",2024-04-26,"PBL",7,0,0,0,100
"South Water",2024,"1",2024-10-25,"Annual",11,0,0,0,100
"South Water",2024,"2",2024-04-26,"PBL",8,0,0,0,100
"South Water",2024,"2",2024-10-25,"Annual",9,0,0,0,100
"South Water",2024,"3",2024-04-26,"PBL",7,0,0,0,100
"South Water",2024,"3",2024-10-25,"Annual",18,0,0,0,100
"South Water",2024,"4",2024-04-26,"PBL",6,0,0,0,100
"South Water",2024,"4",2024-10-25,"Annual",11,0,0,0,100
"South Water",2024,"5",2024-04-26,"PBL",7,0,0,0,100
"South Water",2024,"5",2024-10-25,"Annual",15,0,0,0,100
"South Water",2024,"6",2024-04-26,"PBL",6,0,0,0,100
"South Water",2024,"6",2024-10-25,"Annual",29,3.44827586206897,0,3.44827586206897,96.551724137931
"South Water",2025,"1",2025-03-28,"PBL",19,0,0,0,100
"South Water",2025,"2",2025-03-28,"PBL",15,0,0,0,100
"South Water",2025,"3",2025-03-28,"PBL",12,0,0,0,100
"South Water",2025,"4",2025-03-28,"PBL",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"South Water",2025,"5",2025-03-28,"PBL",13,0,0,0,100
"South Water",2025,"6",2025-03-28,"PBL",11,0,0,0,100
"Sprat Hole",2022,"1",2022-10-22,"Annual",14,0,0,0,100
"Sprat Hole",2022,"2",2022-10-22,"Annual",14,14.2857142857143,0,14.2857142857143,85.7142857142857
"Sprat Hole",2022,"3",2022-10-22,"Annual",11,0,0,0,100
"Sprat Hole",2022,"4",2022-10-22,"Annual",6,16.6666666666667,0,16.6666666666667,83.3333333333333
"Sprat Hole",2022,"5",2022-10-22,"Annual",14,14.2857142857143,0,14.2857142857143,85.7142857142857
"Sprat Hole",2022,"6",2022-10-22,"Annual",16,12.5,0,12.5,87.5
"Sprat Hole",2023,"1",2023-11-12,"Annual",19,5.26315789473684,0,5.26315789473684,94.7368421052632
"Sprat Hole",2023,"2",2023-11-12,"Annual",18,0,0,0,100
"Sprat Hole",2023,"3",2023-11-12,"Annual",8,0,0,0,100
"Sprat Hole",2023,"4",2023-11-12,"Annual",11,0,0,0,100
"Sprat Hole",2023,"5",2023-11-12,"Annual",13,0,0,0,100
"Sprat Hole",2023,"6",2023-11-12,"Annual",16,0,0,0,100
"Sprat Hole",2024,"1",2024-03-15,"PBL",28,7.14285714285714,0,7.14285714285714,92.8571428571429
"Sprat Hole",2024,"1",2024-11-14,"Annual",18,0,0,0,100
"Sprat Hole",2024,"2",2024-03-15,"PBL",13,0,0,0,100
"Sprat Hole",2024,"2",2024-11-14,"Annual",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Sprat Hole",2024,"3",2024-03-15,"PBL",7,0,0,0,100
"Sprat Hole",2024,"3",2024-11-14,"Annual",7,0,0,0,100
"Sprat Hole",2024,"4",2024-03-15,"PBL",12,33.3333333333333,8.33333333333333,33.3333333333333,66.6666666666667
"Sprat Hole",2024,"4",2024-11-14,"Annual",12,25,8.33333333333333,25,75
"Sprat Hole",2024,"5",2024-03-15,"PBL",12,0,0,0,100
"Sprat Hole",2024,"5",2024-11-14,"Annual",15,6.66666666666667,0,6.66666666666667,93.3333333333333
"Sprat Hole",2024,"6",2024-03-15,"PBL",17,5.88235294117647,0,5.88235294117647,94.1176470588235
"Sprat Hole",2024,"6",2024-11-14,"Annual",22,9.09090909090909,4.54545454545455,13.6363636363636,86.3636363636364
"Sprat Hole",2025,"1",2025-04-14,"PBL",26,0,3.84615384615385,3.84615384615385,96.1538461538462
"Sprat Hole",2025,"2",2025-04-14,"PBL",15,60,6.66666666666667,66.6666666666667,33.3333333333333
"Sprat Hole",2025,"3",2025-04-14,"PBL",8,0,0,0,100
"Sprat Hole",2025,"4",2025-04-14,"PBL",12,91.6666666666667,0,91.6666666666667,8.33333333333334
"Sprat Hole",2025,"5",2025-04-14,"PBL",27,51.8518518518518,0,51.8518518518518,48.1481481481482
"Sprat Hole",2025,"6",2025-04-14,"PBL",14,50,14.2857142857143,50,50
"St James",2022,"1",2022-10-12,"Annual",5,0,0,0,100
"St James",2022,"2",2022-10-12,"Annual",11,0,0,0,100
"St James",2022,"3",2022-10-12,"Annual",5,0,0,0,100
"St James",2022,"4",2022-10-12,"Annual",12,8.33333333333333,0,8.33333333333333,91.6666666666667
"St James",2022,"5",2022-10-12,"Annual",15,0,0,0,100
"St James",2022,"6",2022-10-12,"Annual",12,8.33333333333333,0,8.33333333333333,91.6666666666667
"St James",2023,"1",2023-10-19,"Annual",14,0,0,0,100
"St James",2023,"2",2023-10-19,"Annual",20,0,0,0,100
"St James",2023,"3",2023-10-19,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"St James",2023,"4",2023-10-19,"Annual",18,0,0,0,100
"St James",2023,"5",2023-10-19,"Annual",19,5.26315789473684,5.26315789473684,5.26315789473684,94.7368421052632
"St James",2023,"6",2023-10-19,"Annual",16,6.25,0,6.25,93.75
"St James",2024,"1",2024-04-26,"PBL",12,0,0,0,100
"St James",2024,"1",2024-10-29,"Annual",14,0,0,0,100
"St James",2024,"2",2024-04-26,"PBL",11,0,0,0,100
"St James",2024,"2",2024-10-29,"Annual",13,0,0,0,100
"St James",2024,"3",2024-04-26,"PBL",8,0,0,0,100
"St James",2024,"3",2024-10-29,"Annual",12,0,0,0,100
"St James",2024,"4",2024-04-26,"PBL",13,0,0,0,100
"St James",2024,"4",2024-10-29,"Annual",23,0,0,0,100
"St James",2024,"5",2024-04-26,"PBL",13,0,0,0,100
"St James",2024,"5",2024-10-29,"Annual",14,0,0,0,100
"St James",2024,"6",2024-04-26,"PBL",11,0,0,0,100
"St James",2024,"6",2024-10-29,"Annual",26,0,0,0,100
"St James",2025,"1",2025-03-21,"PBL",27,18.5185185185185,0,18.5185185185185,81.4814814814815
"St James",2025,"2",2025-03-21,"PBL",23,4.34782608695652,4.34782608695652,4.34782608695652,95.6521739130435
"St James",2025,"3",2025-03-21,"PBL",24,0,0,0,100
"St James",2025,"4",2025-03-21,"PBL",19,0,0,0,100
"St James",2025,"5",2025-03-21,"PBL",12,0,0,0,100
"St James",2025,"6",2025-03-21,"PBL",12,8.33333333333333,0,8.33333333333333,91.6666666666667
